,Unnamed: 0,user_name,user_location,user_description,user_verified,date,text,original,hashtags,source,Subjectivity,Polarity,analysis,label,Topic modelling LDA,Topic modeling lDA Tuning
856,856,Ashutosh Kumar,,,False,2022-06-18 15:43:47,rt officialdmrc puls polio booth set list metro station delhi intensifi puls polio immun programm,RT @OfficialDMRC: Pulse Polio Booths to be set up at 110 listed metro stations in Delhi for intensified Pulse Polio Immunization Programme…,,Twitter Web App,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
857,857,Sushant times,India,please build your character in such a way that a girl feels safe with you even in a dark room.....,False,2022-06-18 15:39:31,officialdmrc coach number also peopl without mask dmrc claim servic take care mask covid guidelin also person floor noon stope httpstcovwnaklygnh,@OfficialDMRC It's the coach number also people without mask as DMRC claims that their services takes care of mask and COVID-19 GUIDELINES  also when that person was on floor noone stoped them https://t.co/VwnAKlYgNh,,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
858,858,Harshvardhan Bhalla,,"Supporter of Sanatani Sanskriti. Nationalist. Poet. Religious. Financial Economics Graduate. Interested in the Legends, Myths and History of the Bharatvarsh.",False,2022-06-18 15:37:57,rt mohangil dear concern author illeg cafe various encroach infront fire hose ongo basement p,"RT @mohangill678: Dear Concerned Authorities, an illegal cafe and various encroachments infront of Fire Hoses are ongoing in the basement p…",,Twitter for Android,0.5,0.0,neutral,1,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
859,859,Sushant times,India,please build your character in such a way that a girl feels safe with you even in a dark room.....,False,2022-06-18 15:37:36,officialdmrc also peopl without mask dmrc claim take care passeng safeti thing httpstcoivigsedi,@OfficialDMRC Also the people without masks as DMRC CLAIMS THAT  THEY DO TAKE CARE OF THEIR PASSENGER SAFETY AND OTHERS THINGS https://t.co/ivIgs97EdI,,Twitter for Android,0.0,0.0,neutral,1,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
860,860,Sushant times,India,please build your character in such a way that a girl feels safe with you even in a dark room.....,False,2022-06-18 15:36:28,officialdmrc coach number httpstcoutamkbk,@OfficialDMRC It's the coach number https://t.co/Ut5aM0KbK4,,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
861,861,Aditya,,,False,2022-06-18 15:35:30,officialdmrc priyanka serious issu would better contact station control officialdmrc,@OfficialDMRC @Priyanka23281 Such a serious issue.. it would be better if you can yourself contact the station controller @OfficialDMRC .,,Twitter for Android,0.5833333333333333,0.08333333333333334,positive,2,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
862,862,Sushant times,India,please build your character in such a way that a girl feels safe with you even in a dark room.....,False,2022-06-18 15:22:18,officialdmrc happen day metro peopl without mast also sit floor httpstcopkgqwxjl,@OfficialDMRC  what's happening now a days in a metro people without the mast also with sitting on a floor https://t.co/5pk0gqwxjL,,Twitter for Android,0.0,0.0,neutral,1,"0.106*""metro"" + 0.048*""gate"" + 0.047*""line"" + 0.040*""secur"" + 0.035*""updat""","0.031*""servic"" + 0.026*""line"" + 0.020*""dmrc"" + 0.019*""delay"" + 0.017*""yellow"""
863,863,satender sehrawat,,My name is enough to describe me,False,2022-06-18 15:11:28,melissaindia officialdmrc u offer seatif seat floor,"@MelissaIndia16 @OfficialDMRC Have u offered them seat,if they were seating on the floor",,Twitter for Android,0.0,0.0,neutral,1,"0.046*""metro"" + 0.044*""http"" + 0.024*""dcp_delhimetro"" + 0.023*""dmrc"" + 0.023*""park""","0.025*""blue"" + 0.024*""thank"" + 0.024*""line"" + 0.021*""delhimetro"" + 0.020*""india"""
864,864,PrAvEeNᅠ,"New Delhi, India","Wish to see the world by everyone's camera.  
Interest= politics & Tech,
Hobby= photography

#mobilephoneographer

Be a Voice, not an Echo...!",False,2022-06-18 15:06:51,rt dalipsabharw mumbai kochi hyderabad pune cant delhi import facil pro,"RT @dalipsabharwal: If Mumbai can, if Kochi Can, if Hyderabad and Pune can, why can't Delhi? It is important to have such facilities to pro…",,Twitter Web App,0.0,0.0,neutral,1,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
865,865,Pronnoy Bhat,,,False,2022-06-18 15:04:21,rt mohangil dear concern author illeg cafe various encroach infront fire hose ongo basement p,"RT @mohangill678: Dear Concerned Authorities, an illegal cafe and various encroachments infront of Fire Hoses are ongoing in the basement p…",,Twitter for Android,0.5,0.0,neutral,1,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
866,866,Mukesh gupta,chandigarh,Life give me enough lessons...and the counting still starts from 1......,False,2022-06-18 15:03:40,rt imabhimanyuroy officialdmrc pleas help track daksh last seen sikandarpur gurugram metro station pm,RT @imAbhimanyuRoy: @OfficialDMRC - Please help in tracking of Daksh who was last seen at Sikandarpur (Gurugram) metro station at 3.20 pm t…,,Twitter for Android,0.06666666666666667,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
867,867,Mukesh gupta,chandigarh,Life give me enough lessons...and the counting still starts from 1......,False,2022-06-18 15:01:43,imabhimanyuroy officialdmrc boy still metro premisespleas help u,@imAbhimanyuRoy @OfficialDMRC This boy is still in metro premises...please help us,,Twitter for Android,0.0,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
868,868,JANGPURA,"Jangpura, New Delhi","Residential Colony since British Rule.
Delhi Assembly Constituency - 41",False,2022-06-18 14:57:31,officialdmrc promot sustain mobil first last mile connect httpstcoilqpcnczn,"@OfficialDMRC To promote sustainable mobility and first and last mile connectivity:

https://t.co/iLqPCNcZN3",,Twitter for Android,0.19999999999999998,0.125,positive,2,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
869,869,Mohan,"New Delhi, India",Jan hit mein jaari,False,2022-06-18 14:57:27,dear concern author illeg cafe various encroach infront fire hose ongo basement park punchkuianfurnituremarket request tweetndmc delhitwpohfir officialdmrc parsvnathdev aamaadmiparti kind visit market premis,"Dear Concerned Authorities, an illegal cafe and various encroachments infront of Fire Hoses are ongoing in the basement parking of #PunchkuianFurnitureMarket. I request @tweetndmc @delhitwpoh_fire @OfficialDMRC @parsvnathdev @AamAadmiParty to kindly visit the market premises.",,Twitter for Android,0.7,0.3,positive,2,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
870,870,Abhimanyu Roy,"Gurgaon, India",Sports Business & CEOs Government and Politics,False,2022-06-18 14:35:23,officialdmrc left shikandarpur toward samaypur badali pleas help track pls guid next step mukeshmiki,@OfficialDMRC He left Shikandarpur at 15.33 towards  Samaypur Badali. Please help in tracking or pls guide for next steps. @mukeshmiki,,Twitter for Android,0.0,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
871,871,Abhimanyu Roy,"Gurgaon, India",Sports Business & CEOs Government and Politics,False,2022-06-18 14:32:29,rt imabhimanyuroy officialdmrc pleas help track daksh last seen sikandarpur gurugram metro station pm,RT @imAbhimanyuRoy: @OfficialDMRC - Please help in tracking of Daksh who was last seen at Sikandarpur (Gurugram) metro station at 3.20 pm t…,,Twitter for Android,0.06666666666666667,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
872,872,abhinav bisht,"Ranikhet, India","live for my country... die for my country...
Dil se Hindu garv se.... Indian🚹🙏",False,2022-06-18 14:28:05,rt officialdmrc priyanka hi thank contact u may contact station control rohini west metro station,"RT @OfficialDMRC: @Priyanka23281 Hi, thank you for contacting us. You may contact Station Controller at Rohini (West) Metro Station for any…",,Twitter for Android,0.0,0.0,neutral,1,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
873,873,Shamsher Raza,"New Delhi, India","Software Engineer 
Full stack Developer
UI & UX FIGMA",False,2022-06-18 14:24:22,turn light entranc gate noida sector officialdmrc time httpstcoghgetzg,"Turn off all light entrance gate  for noida sector-59 
@OfficialDMRC time:- 19:54 https://t.co/g68hg1ETZG",,Twitter for Android,0.7,0.4,positive,2,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
874,874,Ankit Kumar,,Cs student,False,2022-06-18 14:12:57,officialdmrc banner dmrc metro station,@OfficialDMRC Banner of dmrc metro station,,Twitter for Android,0.0,0.0,neutral,1,"0.107*""gate"" + 0.075*""station"" + 0.070*""metro"" + 0.051*""close"" + 0.046*""secur""","0.023*""line"" + 0.019*""vihar"" + 0.019*""kindli"" + 0.018*""guy"" + 0.017*""long"""
875,875,Ryan Smith,,Aviation||Avionics||Management||LeaseConsultant||FAA||EASA||DGCA Certified Aircraft Engineer||,False,2022-06-18 14:04:02,officialdmrc prakharrstogi punit action dissuad behavior,@OfficialDMRC @PrakharRstogi What is the punitive action on these to dissuade such behavior?,,Twitter for iPhone,0.1,0.1,positive,2,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
876,876,Solitude Strings Official,"New Delhi, India","Hello!!!

We are Solitude Strings.",False,2022-06-18 13:54:35,officialdmrc got malviya nagar,@OfficialDMRC I just got off at malviya nagar .,,Twitter for Android,0.0,0.0,neutral,1,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
877,877,Solitude Strings Official,"New Delhi, India","Hello!!!

We are Solitude Strings.",False,2022-06-18 13:43:38,officialdmrc look pleas even signag place sit still peopl behav like theyr uneduc wrong dosometh delhi httpstcojjxbedvb,"@OfficialDMRC have a look at this please. Even after a signage is placed not to sit still people behave like they're uneducated. This is wrong 🥺
#DoSomething #Delhi https://t.co/J2JX4Bedvb",,Twitter for Android,0.9,-0.5,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
878,878,Abhimanyu Roy,"Gurgaon, India",Sports Business & CEOs Government and Politics,False,2022-06-18 13:40:26,officialdmrc pleas help track daksh last seen sikandarpur gurugram metro station pm today june httpstcoqtjjavewui,@OfficialDMRC - Please help in tracking of Daksh who was last seen at Sikandarpur (Gurugram) metro station at 3.20 pm today (18 June 2022) https://t.co/qTjjaVeWui,,Twitter for Android,0.06666666666666667,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
879,879,Shaila Yadav,,,False,2022-06-18 13:37:04,rt drishtisashakt sashakt drishti organ comedi night aakash gupta delhi metro april pm platform goog,"RT @DrishtiSashakt: Sashakt drishti is organizing a COMEDY NIGHT BY AAKASH GUPTA on Delhi metro on 27 April 2022 at 8:30 PM.
PLATFORM- Goog…",,Twitter for Android,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
880,880,Shams Alam,,Account officer,False,2022-06-18 13:27:51,go work today tha time stop okhla vihar matro station polic man stop took photo sad wear mask fine otherwis fir sir even though wear mask still took forcibl officialdmrc httpstcolratdjaf,I was going to work today at tha same time I was stopped at okhla vihar matro station the police man stopped and took my photo and sad that is the not wearing the Mask 500 fine otherwise FIR will I do you sir even though I am wearing a Mask still took 500 forcibly. @OfficialDMRC https://t.co/lrAtDJAF39,,Twitter for Android,0.75,-0.04166666666666666,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
881,881,Hardik kaura,,https://t.co/wxQ3UNxwlQ,False,2022-06-18 13:25:02,rt officialdmrc spot differ tell u comment section delhimetro httpstcobaacyygat,"RT @OfficialDMRC: Spot the differences and tell us in the comment section below.

#DelhiMetro https://t.co/B1AAcyYgAt",['DelhiMetro'],Twitter for Android,0.0,0.0,neutral,1,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
882,882,NEERAJ PATHAK,"New Delhi, India",,False,2022-06-18 13:16:31,officialdmrc recent recharg card mistak card number go wrong plz refund amount card last two digit place httpstcovfljyvnax,"@OfficialDMRC recently I recharge my card by 100 but by mistake the card number goes wrong.
Plz refund the amount in my card.

Last two digits 62 in place of 92. https://t.co/vflJ7YVNAX",,Twitter for Android,0.4055555555555555,-0.16666666666666666,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
883,883,Bipul Kumar,,,False,2022-06-18 13:14:47,someth wrong green park saket metro rail section train crawl take time usual daili affair hope dmrc look issu officialdmrc,"There is something wrong between Green Park to saket metro rail section. Trains crawls and takes more time than usual. It's a daily affair. Why so? 
Hope DMRC will look into the issue. 
@OfficialDMRC",,Twitter for Android,0.48333333333333334,-0.31666666666666665,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
884,884,Amit Anand,Delhi,Sundriyal ji,False,2022-06-18 12:51:06,arunparjapati officialdmrc place garbag box premis stop one throw garbag metro premis boy becam angri start argu girl stop felt guilti said found garbag box,"@arunparjapati74 @OfficialDMRC Place garbage boxes in the premises. Once I stopped some one throwing garbage in metro premises. The boy became angry and started  arguing with me, the girl with him stopped him then only he felt guilty and said that he found no garbage box.",,Twitter for Android,0.0,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
885,885,Indu Rawat,,,False,2022-06-18 12:24:36,rt officialdmrc puls polio booth set list metro station delhi intensifi puls polio immun programm,RT @OfficialDMRC: Pulse Polio Booths to be set up at 110 listed metro stations in Delhi for intensified Pulse Polio Immunization Programme…,,Twitter for Android,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
886,886,Rahat Ansari,New Delhi,,False,2022-06-18 12:20:28,officialdmrc green pole station name plate miss,@OfficialDMRC Green pole and station name plate is missing,,Twitter for Android,0.3,-0.2,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
887,887,Sachin Chandra 🔆🕉️,"New Delhi, India",Uttarakhandi.,False,2022-06-18 12:11:40,officialdmrc pleas look clean metro metro head toward samyapur bad reach sikandarpur httpstcoemxuzbyd,"@OfficialDMRC
Please look in to cleanness of metro. 
Metro heading towards samyapur badli. 
Reaching Sikandarpur. https://t.co/Emx95uzbyd",,Twitter for Android,0.6833333333333333,-0.16666666666666657,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
888,888,BÀMSii,,,False,2022-06-18 12:08:11,mushfiquekhalid officialdmrc shri maan per person experi dmrc much concious amp concern department servic patienc bcz nobodi superman keep calm moment allah hafiz,"@mushfiquekhalid @OfficialDMRC Shri Maan , as per my personal experience DMRC too much concious &amp; concerned about it's departmental services.
So we should patience for a while. Bcz nobody here is Superman ☺️ so keep calm for just a moment.
 
Allah Hafiz",,Twitter for Android,0.475,0.25,positive,2,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
889,889,Karan N,GURGAON,"Proud to be an Indian. #JaiHind !!!!!🇮🇳 
#india #gurgaon #gurudwara #delhi  #travel #waheguru #sapiosexual
YouTube and Instagram:Love Kashmir Love India",False,2022-06-18 12:04:36,rt karann officialdmrc cmohri narendramodi haryana noida wion wionew pmoindia toiindianew httweet republ bjpindia,"RT @Karan91N: @OfficialDMRC @cmohry @narendramodi 

#haryana #noida #wion @WIONews @PMOIndia @TOIIndiaNews @htTweets @republic @BJP4India #…","['haryana', 'noida', 'wion']",Twitter Web App,0.0,0.0,neutral,1,"0.107*""gate"" + 0.075*""station"" + 0.070*""metro"" + 0.051*""close"" + 0.046*""secur""","0.023*""line"" + 0.019*""vihar"" + 0.019*""kindli"" + 0.018*""guy"" + 0.017*""long"""
890,890,Chetan Bhattacharji,New Delhi,"Senior Managing Editor, NDTV 24x7. Views personal, RTs ≠ endorsements 😷#AirPollution #ClimateEmergency (https://t.co/1lQMknHAfz, CFA, ORF...)",True,2022-06-18 11:58:46,delhi officialdmrc travel free least discount airpollut forecast cross say aqi vehicular transport signific sourc ap free electrifi transit help airqual httpstcokshfpyzv httpstcoeaeutqgg,"Should Delhi's @OfficialDMRC travel be free or at least a 50-75% discount when the #AirPollution is forecast to cross, say, 200 AQI?
Vehicular transport is a significant source of AP. 
Free, electrified transit can help #airquality
https://t.co/kSHfpYz76v 
https://t.co/5eAeuTqGG4",['AirPollution'],Twitter Web App,0.5,0.125,positive,2,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
891,891,Sagar Anand Advocate,"New Delhi, India",,False,2022-06-18 11:56:59,ltgovdelhi officialdmrc hardeepspuri cmodelhi escal e kashmer gate metro station work leak hour heavi rush commut metro offici bother httpstcoohxuaqodv,@LtGovDelhi @OfficialDMRC @HardeepSPuri @CMODelhi Escalator no. E-9 at Kashmere gate metro station is not working during these leak hours with heavy rush if commuters. And metro officials are not bothered. https://t.co/4OHXuaQODV,,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
892,892,@Kk! Küm@₹,,I 💕 MYSELF,False,2022-06-18 11:50:06,officialdmrc prakharrstogi catch stupid peopl put fine,@OfficialDMRC @PrakharRstogi Catch these stupid people and put fine on them ..... ?,,Twitter for iPhone,0.75,-0.19166666666666662,negative,0,"0.057*""metro"" + 0.050*""line"" + 0.041*""delhi"" + 0.024*""peopl"" + 0.023*""hour""","0.021*""http"" + 0.021*""delhi"" + 0.019*""metro"" + 0.017*""inconveni"" + 0.016*""caus"""
893,893,Vipul Garg Yuva,New Delhi,"A #Motivational Speaker, Devotional singer,Philosopher,I Like Traveling,Anchoring,photography, #Spirituality.  Insta: https://t.co/oa5XQuVILq",False,2022-06-18 11:36:06,officialdmrc noth happen vendor encroach opp metro,"@OfficialDMRC Nothing happened,,, all vendors encroached opp. Metro",,Twitter for Android,0.0,0.0,neutral,1,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
894,894,SYED GHAZANFAR HAIDE,,,False,2022-06-18 11:35:55,rt ghzaidi officialdmrc card dobe recharg today r paytm ref order succ,RT @ghzaidi123: @OfficialDMRC My card No is 88512785 I have dobe recharge today by 1000 Rs through paytm ref no is 113874245 order is succe…,,Twitter for Android,0.0,0.0,neutral,1,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
895,895,mohit gupta,"गाज़ियाबाद, भारत",Civil Engineer,False,2022-06-18 11:33:01,rt officialdmrc puls polio booth set list metro station delhi intensifi puls polio immun programm,RT @OfficialDMRC: Pulse Polio Booths to be set up at 110 listed metro stations in Delhi for intensified Pulse Polio Immunization Programme…,,Twitter for Android,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
896,896,Sayar،سایر,,"Social worker,Liberal,loves poetry, proud mother of three geniuses ❤️",False,2022-06-18 11:25:30,rt kgahlot happi bear wit start great partnership dtchqdelhi amp officialdmrc delhi transport lifelin,"RT @kgahlot: Happy to bear witness to the start of a great partnership between @dtchq_delhi &amp; @OfficialDMRC, 2 of Delhi's transport lifelin…",,Twitter for iPhone,0.75,0.8,positive,2,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
897,897,India Ahead News,India,Digital and Mobile platform for discovering and sharing news on the go.,True,2022-06-18 11:20:17,list metro station delhi intensifi puls polio immunis programm june officialdmrc pulsepolio delhimetro httpstcotjxldcewtr,"Some 110 listed metro stations in Delhi to intensify Pulse Polio Immunisation Programme 2022-23 from 19-24 June 2022
@OfficialDMRC
#PulsePolio #DelhiMetro
https://t.co/tJXLDCeWTR",,Twitter Web App,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
898,898,Sarang Gandhi,,,False,2022-06-18 11:11:28,officialdmrc yellow line coach c one thrown tabacco dmrc check cctv video peopl fine ask clean httpstcojtoewb,@OfficialDMRC Yellow line Coach No. T2 C35 some one has thrown Tabacco DMRC should check the CCTV videos and such peoples should be fined and asked to clean the same. https://t.co/3j0t4oE3wb,,Twitter for iPhone,0.4000000000000001,0.2611111111111111,positive,2,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
899,899,"Bhagat Singh,AAPian,किसान,फौजी, FB💯%,noDM",Delhi,"70 वर्षीयAAP का युवा
God bless AAPians with  good health & prosperity",False,2022-06-18 11:06:34,rt kgahlot happi bear wit start great partnership dtchqdelhi amp officialdmrc delhi transport lifelin,"RT @kgahlot: Happy to bear witness to the start of a great partnership between @dtchq_delhi &amp; @OfficialDMRC, 2 of Delhi's transport lifelin…",,Twitter for Android,0.75,0.8,positive,2,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
900,900,Sarang Gandhi,,,False,2022-06-18 11:03:27,officialdmrc arvindkejriw worst servic yellow line ac work dmrc noth resolv issu,@OfficialDMRC @ArvindKejriwal Worst service in yellow line Ac is not working and DMRC is doing nothing to resolve this issue.,,Twitter for iPhone,0.5,-0.5,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
901,901,Tashleen Kaur Sahni,,,False,2022-06-18 11:00:06,rt tashleensahni drishtisashakt officialdmrc arvindkejriw dcpdelhimetro smritiirani amitshah hmoindia unwomenindia un uninin,RT @TashleenSahni: @DrishtiSashakt @OfficialDMRC @ArvindKejriwal @DCP_DelhiMetro @smritiirani @AmitShah @HMOIndia @unwomenindia @UN @UNinIn…,,Twitter for Android,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
902,902,anjali garg,"नई दिल्ली, भारत",,False,2022-06-18 10:58:48,officialdmrc done recharg card amount r phonep recharg succes metro station avm show recharg card httpstcowkbsadelp,"@OfficialDMRC I have done recharge of my card of amount Rs 500 through Phonepe. Recharge is succesful but at metro station AVM, it is showing no recharge.
Card No:69329439 https://t.co/W2KbSadelp",,Twitter for Android,0.0,0.0,neutral,1,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
